Index,Forme erronée,Forme correcte,Lemme,Phrase ou syntagme,Type de l'erreur,Texte,Corpus
524,ausemploiyer,les employés,le;employé, la suprétion des hais qui délimite les exploitation empéche <err>ausemploiyer</err> de voire les c’est limite ce qui donne a ces enploiyer une inprésion de terrin a perte de vue et est tres dépriment l’aure de leur travaille ,accord,texte2_terminale_raw.txt,corpus1
525,,,,,segmentation,texte2_terminale_raw.txt,corpus1
526,,,,,phonétisation,texte2_terminale_raw.txt,corpus1
527,,,,,phonétisation,texte2_terminale_raw.txt,corpus1
528,,,,,accord,texte2_terminale_raw.txt,corpus1
529,voire,voir,voir, la suprétion des hais qui délimite les exploitation empéche ausemploiyer de <err>voire</err> les c’est limite ce qui donne a ces enploiyer une inprésion de terrin a perte de vue et est tres dépriment l’aure de leur travaille ,homophones,texte2_terminale_raw.txt,corpus1
530,les,,, la suprétion des hais qui délimite les exploitation empéche ausemploiyer de voire <err>les</err> c’est limite ce qui donne a ces enploiyer une inprésion de terrin a perte de vue et est tres dépriment l’aure de leur travaille ,ajout mot,texte2_terminale_raw.txt,corpus1
531,c'est,ces,ce, la suprétion des hais qui délimite les exploitation empéche ausemploiyer de voire les <err>c'est</err> limite ce qui donne a ces enploiyer une inprésion de terrin a perte de vue et est tres dépriment l’aure de leur travaille ,homophones,texte2_terminale_raw.txt,corpus1
532,limite,limites,limite, la suprétion des hais qui délimite les exploitation empéche ausemploiyer de voire les c’est <err>limite</err> ce qui donne a ces enploiyer une inprésion de terrin a perte de vue et est tres dépriment l’aure de leur travaille ,accord,texte2_terminale_raw.txt,corpus1
533,a,à,à, la suprétion des hais qui délimite les exploitation empéche ausemploiyer de voire les c’est limite ce qui donne <err>a</err> ces enploiyer une inprésion de terrin a perte de vue et est tres dépriment l’aure de leur travaille ,homophones,texte2_terminale_raw.txt,corpus1
534,enploiyer,employés,employé, la suprétion des hais qui délimite les exploitation empéche ausemploiyer de voire les c’est limite ce qui donne a ces <err>enploiyer</err> une inprésion de terrin a perte de vue et est tres dépriment l’aure de leur travaille ,phonétisation,texte2_terminale_raw.txt,corpus1
535,,,,,phonétisation,texte2_terminale_raw.txt,corpus1
536,,,,,phonétisation,texte2_terminale_raw.txt,corpus1
537,,,,,accord,texte2_terminale_raw.txt,corpus1
538,inprésion,impression,impression, la suprétion des hais qui délimite les exploitation empéche ausemploiyer de voire les c’est limite ce qui donne a ces enploiyer une <err>inprésion</err> de terrin a perte de vue et est tres dépriment l’aure de leur travaille ,phonétisation,texte2_terminale_raw.txt,corpus1
539,,,,,approximation,texte2_terminale_raw.txt,corpus1
540,,,,,approximation,texte2_terminale_raw.txt,corpus1
541,terrin,terrain,terrain, la suprétion des hais qui délimite les exploitation empéche ausemploiyer de voire les c’est limite ce qui donne a ces enploiyer une inprésion de <err>terrin</err> a perte de vue et est tres dépriment l’aure de leur travaille ,phonétisation,texte2_terminale_raw.txt,corpus1
542,a,à,à, la suprétion des hais qui délimite les exploitation empéche ausemploiyer de voire les c’est limite ce qui donne a ces enploiyer une inprésion de terrin <err>a</err> perte de vue et est tres dépriment l’aure de leur travaille ,homophones,texte2_terminale_raw.txt,corpus1
543,tres,très,très, la suprétion des hais qui délimite les exploitation empéche ausemploiyer de voire les c’est limite ce qui donne a ces enploiyer une inprésion de terrin a perte de vue et est <err>tres</err> dépriment l’aure de leur travaille ,approximation,texte2_terminale_raw.txt,corpus1
544,dépriment,déprimant,déprimant, la suprétion des hais qui délimite les exploitation empéche ausemploiyer de voire les c’est limite ce qui donne a ces enploiyer une inprésion de terrin a perte de vue et est tres <err>dépriment</err> l’aure de leur travaille ,approximation,texte2_terminale_raw.txt,corpus1
545,l'aure,lors,lors, la suprétion des hais qui délimite les exploitation empéche ausemploiyer de voire les c’est limite ce qui donne a ces enploiyer une inprésion de terrin a perte de vue et est tres dépriment <err>l'aure</err> de leur travaille ,apostrophe,texte2_terminale_raw.txt,corpus1
546,,,,,approximation,texte2_terminale_raw.txt,corpus1
547,,,,,lettre muette,texte2_terminale_raw.txt,corpus1
548,travaille,travail,travail, la suprétion des hais qui délimite les exploitation empéche ausemploiyer de voire les c’est limite ce qui donne a ces enploiyer une inprésion de terrin a perte de vue et est tres dépriment l’aure de leur <err>travaille</err> ,phonétisation,texte2_terminale_raw.txt,corpus1
549,depuis,Depuis,depuis,<err>depuis</err> peu beaucoup de contre mesure ont été prise pour une agriculture plus biologique et raisoner ,majuscule,texte2_terminale_raw.txt,corpus1
550,contre mesure,contre-mesures,contre-mesure,depuis peu beaucoup de <err>contre mesure</err> ont été prise pour une agriculture plus biologique et raisoner ,trait d'union,texte2_terminale_raw.txt,corpus1
551,,,,,accord,texte2_terminale_raw.txt,corpus1
552,prise,prises,prendre,depuis peu beaucoup de contre mesure ont été <err>prise</err> pour une agriculture plus biologique et raisoner ,accord,texte2_terminale_raw.txt,corpus1
553,raisoner,raisonnée,raisonné,depuis peu beaucoup de contre mesure ont été prise pour une agriculture plus biologique et <err>raisoner</err> ,phonétisation,texte2_terminale_raw.txt,corpus1
554,,,,,phonétisation,texte2_terminale_raw.txt,corpus1
555,,,,,accord,texte2_terminale_raw.txt,corpus1
556,replantaion,replantation,replantation, la <err>replantaion</err> des hais la réduction de lutilisation d’angrais chimique et leur remplacment l’utilisation d’insect telle que des cocinelle por renplacer les insecticide .,omission,texte2_terminale_raw.txt,corpus1
557,hais,haies,haie, la replantaion des <err>hais</err> la réduction de lutilisation d’angrais chimique et leur remplacment l’utilisation d’insect telle que des cocinelle por renplacer les insecticide .,lettre muette,texte2_terminale_raw.txt,corpus1
558,lutilisation,l'utilisation,le;utilisation, la replantaion des hais la réduction de <err>lutilisation</err> d’angrais chimique et leur remplacment l’utilisation d’insect telle que des cocinelle por renplacer les insecticide .,apostrophe,texte2_terminale_raw.txt,corpus1
559,angrais,engrais,engrais, la replantaion des hais la réduction de lutilisation d’<err>angrais</err> chimique et leur remplacment l’utilisation d’insect telle que des cocinelle por renplacer les insecticide .,phonétisation,texte2_terminale_raw.txt,corpus1
560,chimique,chimiques,chimique, la replantaion des hais la réduction de lutilisation d’angrais <err>chimique</err> et leur remplacment l’utilisation d’insect telle que des cocinelle por renplacer les insecticide .,accord,texte2_terminale_raw.txt,corpus1
561,remplacment,remplacement,remplacement, la replantaion des hais la réduction de lutilisation d’angrais chimique et leur <err>remplacment</err> l’utilisation d’insect telle que des cocinelle por renplacer les insecticide .,omission,texte2_terminale_raw.txt,corpus1
562,insect,insectes,insecte, la replantaion des hais la réduction de lutilisation d’angrais chimique et leur remplacment l’utilisation d’<err>insect</err> telle que des cocinelle por renplacer les insecticide .,lettre muette,texte2_terminale_raw.txt,corpus1
563,,,,,accord,texte2_terminale_raw.txt,corpus1
564,telle,tels,tel, la replantaion des hais la réduction de lutilisation d’angrais chimique et leur remplacment l’utilisation d’insect <err>telle</err> que des cocinelle por renplacer les insecticide .,accord,texte2_terminale_raw.txt,corpus1
565,,,,,accord,texte2_terminale_raw.txt,corpus1
566,cocinelle,coccinelles,coccinelle, la replantaion des hais la réduction de lutilisation d’angrais chimique et leur remplacment l’utilisation d’insect telle que des <err>cocinelle</err> por renplacer les insecticide .,approximation,texte2_terminale_raw.txt,corpus1
567,,,,,accord,texte2_terminale_raw.txt,corpus1
568,por,pour,pour, la replantaion des hais la réduction de lutilisation d’angrais chimique et leur remplacment l’utilisation d’insect telle que des cocinelle <err>por</err> renplacer les insecticide .,omission,texte2_terminale_raw.txt,corpus1
569,renplacer,remplacer,remplacer, la replantaion des hais la réduction de lutilisation d’angrais chimique et leur remplacment l’utilisation d’insect telle que des cocinelle por <err>renplacer</err> les insecticide .,phonétisation,texte2_terminale_raw.txt,corpus1
570,insecticide,insecticides,insecticide, la replantaion des hais la réduction de lutilisation d’angrais chimique et leur remplacment l’utilisation d’insect telle que des cocinelle por renplacer les <err>insecticide</err> .,accord,texte2_terminale_raw.txt,corpus1
571,grace,Grâce,grâce,<err>grace</err> a sa culture intensive la France a réusie a se placer a une tres bonne place au nivaus mondiale au détriment de l’écologie,majuscule,texte2_terminale_raw.txt,corpus1
572,,,,,phonétisation,texte2_terminale_raw.txt,corpus1
573,a,à,à,grace <err>a</err> sa culture intensive la France a réusie a se placer a une tres bonne place au nivaus mondiale au détriment de l’écologie,homophones,texte2_terminale_raw.txt,corpus1
574,réusie,réussi,réussir,grace a sa culture intensive la France a <err>réusie</err> a se placer a une tres bonne place au nivaus mondiale au détriment de l’écologie,approximation,texte2_terminale_raw.txt,corpus1
575,,,,,accord,texte2_terminale_raw.txt,corpus1
576,a,à,à,grace a sa culture intensive la France a réusie <err>a</err> se placer a une tres bonne place au nivaus mondiale au détriment de l’écologie,homophones,texte2_terminale_raw.txt,corpus1
577,a,à,à,grace a sa culture intensive la France a réusie a se placer <err>a</err> une tres bonne place au nivaus mondiale au détriment de l’écologie,homophones,texte2_terminale_raw.txt,corpus1
578,tres,très,très,grace a sa culture intensive la France a réusie a se placer a une <err>tres</err> bonne place au nivaus mondiale au détriment de l’écologie,approximation,texte2_terminale_raw.txt,corpus1
579,nivaus,niveau,niveau,grace a sa culture intensive la France a réusie a se placer a une tres bonne place au <err>nivaus</err> mondiale au détriment de l’écologie,phonétisation,texte2_terminale_raw.txt,corpus1
580,,,,,accord,texte2_terminale_raw.txt,corpus1
581,mondiale,mondial,mondial,grace a sa culture intensive la France a réusie a se placer a une tres bonne place au nivaus <err>mondiale</err> au détriment de l’écologie,accord,texte2_terminale_raw.txt,corpus1
582,a,à,à, <err>a</err> cause des méfait des diver produit chimique la production a réduit et donc les nouvel meusure biologique et raisoner sont prise au serieux ,homophones,texte2_terminale_raw.txt,corpus1
583,méfait,méfaits,méfait, a cause des <err>méfait</err> des diver produit chimique la production a réduit et donc les nouvel meusure biologique et raisoner sont prise au serieux ,accord,texte2_terminale_raw.txt,corpus1
584,diver,divers,divers, a cause des méfait des <err>diver</err> produit chimique la production a réduit et donc les nouvel meusure biologique et raisoner sont prise au serieux ,lettre muette,texte2_terminale_raw.txt,corpus1
585,produit,produits,produit, a cause des méfait des diver <err>produit</err> chimique la production a réduit et donc les nouvel meusure biologique et raisoner sont prise au serieux ,accord,texte2_terminale_raw.txt,corpus1
586,chimique,chimiques,chimique, a cause des méfait des diver produit <err>chimique</err> la production a réduit et donc les nouvel meusure biologique et raisoner sont prise au serieux ,accord,texte2_terminale_raw.txt,corpus1
587,nouvel,nouvelles,nouveau, a cause des méfait des diver produit chimique la production a réduit et donc les <err>nouvel</err> meusure biologique et raisoner sont prise au serieux ,accord,texte2_terminale_raw.txt,corpus1
588,,,,,accord,texte2_terminale_raw.txt,corpus1
589,meusure,mesures,mesure, a cause des méfait des diver produit chimique la production a réduit et donc les nouvel <err>meusure</err> biologique et raisoner sont prise au serieux ,phonétisation,texte2_terminale_raw.txt,corpus1
